"ad_id","ad_subject","ad_body","ad_price"
11987742,"Cucina a legna","cucina a legna dim h 80 p 55. larg. 35",80
11987741,"Damenbüste","Damenbüste schwarz Kunstoff",35
11987740,"alte Handpumpe","alte Handpumpe",150
11987739,"Dreambox","1 Stück Dreambox 7025+ mit harddisk
2 Stück Dreambox 500 C",39
11987738,"Stillmöbel","Salontisch Stillmöbel speziele Höhe..An Ecken mit Messingverzierung siehe Bilder.Leichte gebrauchspuren sonst guter zustand.L143cm B72cm H39cm
Schauen Sie sich meine vielen weiteren Artikel an.
Besichtigung Abholung Lieferung ganze Schweiz möglich.Lieferpreise können per emial angefragt werden Lieferort angeben",220
11987737,"kurzarm Blazer, dunkelgrau, Gr. S/M","Ich biete einen dunkelgrauen kurzarm Blazer in der Gr. S/M. 
Kein Versand, nur Abholung.",10
11987736,"Puppenkleiderschrank aus Holz","Antiker Puppenschrank aus Holz.Weiss und rose angemalt.3Türig,1Schublade
L:  34cm
B: 17cm
H:  37,5cm  
Gebraucht aber in gutem Zustand.",20
11987734,"LTB Jeans","Einwandfreier Zustand, da nie getragen.
grösse 28/32
NP bei Zalando 79.-",15
11987733,"KTM Kindervelo 20 Zoll","gut erhaltenes Kindervelo 20 Zoll, KTM, mit Gangschaltung, Licht, Gepäckträger und Schutzblech.",100
11987732,"Apple Watch ( 42 mm ) ganz neu","Apple Watch ( Sport ) 42 mm

Selber abholen",250
11987731,"Barstühle","2 Barstühle nur für Chf. 50.-",50
11987730,"Kinderschuhe Gr. 23","Kinder-Winterschuhe Marke GoreTex, Gr. 23.",15
11987729,"FIFA 16 PS4 Game (Deutsch, Französisch, Italienisch)","Noch original verschweisst",40
11987728,"Mercedes CLS (W219) 17 Zoll Winterräder","Mercedes CLS W219 17 Zoll 8.5x17 ET (A2194010002) B66474253 & 8.5x17 ET18 (A2194010702) 066474262
MICHELIN PILOT ALPIN PA3, 245/45R17 99V XL M+S, DOT 0408, Profil 5mm.",499
11987727,"Ledermantel Vampirehunter","Von Hard Leather Stuff, Top Zustand

Ich verkaufe meinen wenig getragenen Ledermantel Vampirehunter von Hard Heather Stuff. Dieser Ledermantel ist Boden lang mit einem gezackten Schulterüberwurf und aus 100% echtem Leder. Er wurde von mir gepflegt und hat keine -für mich sichtbaren- Abnutzungen. Der Mantel ist tailliert geschnitten und fällt unten glockenförmig aus. Wenn man den unteren Teil nach oben zieht ist es wie ein Radmantel aus.

Der Mantel hat die Grösse L. Die Person die ihn auf den Bildern trägt ist 1.86m gross.

Der Verkauf erfolgt privat unter Ausschluss jeglicher Gewährleistungen. Es besteht keine Garantie und kein Rückgaberecht.",150
11987726,"Gel-Nail Set neuwertig ","Ich verkaufe mein neuwertiges Nagel-Set mit:
-inkl. 2 Lampen
-Schleiffmaschiene
-Gel (Builder und Lack)
-div. Farben
-etc. ",800
11987724,"Super Nintendo nes","Come da foto vendo in blocco il videogioco con anche le cassette.",50
11987723,"Sofa Rolf Benz ""Onda""","Wegen Umzug/Platzgründen zu verkaufen

Rolf Benz Sofa ""Onda"" bei Möbel Pfister erworben für NP Fr. 7'645.00 im Jahr 2012.

Das Sofa ist sehr gut erhalten, nur leichte Gebrauchspuren. Keine Haustiere, keine Kinder.

Bezug: Stoff Dunkelbraun
1 Abschluss-Sessel Links 184x140cm
1 Anreihbank Rechts 176cm
2 Rückenkissen braun-beige geblumt 75x58cm
2 Kissen gold/gelb 60x58cm
Sitzhöhe 40cm
Komfort: ""Lounge""
Füsse: Metall Glanzchrom

Besichtigungen können gerne nach telefonischer Absprache gemacht werden.

Muss abgeholt werden in Staufen AG (5603)",3000
11987722,"Ikea stolmen","Stolmen Ikea wie  am Bild zwei getrennte Teile ,kann man auch anderes kombinieren ,längere Teil  110 cm kleinere 50 cm ,mit 4 lange Stange ,eine Stange habe ich nahtraglich gekauft in  der Farbe Silber ,sie können  auch beide Teile zusammen bauen dann bleiben praktisch 4 Silber Stange übrig . Der Kleiner Teil hat 5 Regalböden  ,nicht alle sind montiert.

Minimale gebrsuchtspure 

Sofort zum haben,in 5502 ,muss selber demontiert werden,Lift vorhanden 

Neu kostet fast 600 f

Keine Garantie oder Rücknahme",120
11987721,"Kinder Kleider grösse 56","Langarmbody und Latzhose grösse 56 aus rauch und tierfreiem Haushalt. kann gegen übernahme der versandkostem auch verschickt werden.",4
11987720,"Teppich","180cm x 250cm grosser Fussbodenteppich.",40
11987719,"Kletterführer","diverse kletterführer, stückpreis 7chf",5
11987718,"Bistrotisch mit 4 Designerstühlen aus Chromstahl.","Stühle sind stapelbar. 
Gebraucht, sehr guter Zustand.
Artikel sind zum Abholen bereit.",80
11987717,"Ikea Lederecamiere mit Hocker","Schöne rote Ikea Lederrecamiere mit Hocker. Keine Gebrauchsspuren. ",400
11987716,"Neuwertig: Balkon-Set Regina (Tisch mit 2 Stühlen)","Neuwertiges Balkonmöbel-Set Regina, bestehend aus einem Tisch mit den passenden Stühlen. Neupreis: CHF 80.-, in super Zustand (neuwertig, nie gebraucht)

Praktischerweise können die Stühle zusammengeklappt werden. 
Material: FSC zertifiziertes Eukalyptusholz",50
11987715,"Zeitungsständer","Zeitungsständer ""News"" zu verkaufen",5
11987714,"HC - Biss zum Morgengrauen/Biss in alle Ewigkeit","Neues Hardcover-Buch zum zehnjährigen Jubiläum von Biss zum Morgengrauen! In dieser Sonderdoppelausgabe ist sowohl der erste Band von Stephenie Meyers Biss-Saga als auch eine überraschende Neuerzählung des Romans enthalten  Biss in alle Ewigkeit
Dieses Buch ist als Wendebuch konzipiert. Es enthält über 400 Seiten neuen Lesestoff und ist mit einem speziell veredelten Schutzumschlag und aussergewöhnlichem Doppelcover ausgestattet. Lasst euch aufs Neue von dieser romantischen Liebe verzaubern.
In Biss in alle Ewigkeit erzählt Stephenie Meyer die Geschichte über Bella und Edward mit umgekehrten Vorzeichen und lässt die Leser den Kultroman auf ganz neue Weise erleben: ein Teenager und eine Vampirin verstricken sich in eine Liebe gegen jede Vernunft  und bieten Biss-Fans neuen Lesestoff mit Suchtpotenzial.
Biss zum Morgengrauen hat seit seiner Veröffentlichung 2005 (in Deutschland 2006) Millionen von Lesern in seinen Bann gezogen. Mit 155 Millionen verkauften Exemplaren weltweit ist die Biss-Saga bis heute einer der grössten internationalen Bucherfolge überhaupt und hat darüber hinaus genreprägend gewirkt. Die Geschichte von Bella und Edward ist längst ein moderner Klassiker, der wesentlich zur Popularität der romantischen All Age-Literatur beigetragen hat. Biss zum Morgengrauen stand u. a. auf Platz 1 der New York Times Bestsellerliste, wurde als Time Magazine Young Adult Book of all Times und als New York Times Editor`s Choice ausgezeichnet.",10
11987713,"Neuwertige Zimtstern Damenhose","Neuwertige, grau-mélierte Snowboard-/Skihose für Damen von Zimtstern, Grösse S, selten getragen, gepflegt. Schmaler Beinschnitt mit aufwendig verarbeiteten Seitentaschen und Reissverschluss am Bund für Kombi (passend zu jeder Zimtstern-Jacke). Bequem, atmungsaktiv, wasserabweisend",50
11987712,"Roboterstaubsauger iRobot","iRobot Roomba Staubsauger
gebraucht, funktioniert noch einwandfrei. Leider ist keine Fernbedinung vorhanden.
Einige Gebrauchtspuren.

Kann abgeholt werden oder mit Übernahme der Portokosten (9.-) versendet werden.",50
11987711,"Fiat Punto 2000, Lenksäule","Fiat Punto 2000, Lenksäule.  Kann besichtigt
werden.",100
11987710,"Schuberth Baehr Helm C3","Schuberth Baehr Helm C3 Gr. 58 / 59 Farbe schwarz mit Schwanenhals Mikrofon neuwertig verkauf wegen Aufgabe des Motorradsport",450
11987709,"Mädchen Jacke","Sehr gut erhaltendes steppelt Jacke zu verkaufen.
Farbei ist Lila Grösse 128",15
11987708,"Keramik Teller grün von Ikea","zu abholen sind Keramik Teller grün von Ikea 
27cm - 3stk
24cm - 3stk
21cm - 6stk
nur Abholung, kein Versand",0
11987707,"Frozen Partydeko","plus porto
Poster 2 x gross, 2 x klein, 1 x happy birthday, girlande, schneeflocke deko, 4 geschenktüte, 1 x tischdecke",40
11987706,"Tucano Urbano Knieschutzdecke","Tucano Urbano Knieschutzdecke
Modell R151

Gut wie neu!

Der Preis ist verhandelbar, Versand möglich.

Viele Grüsse!",65
11987705,"Bedroht aber nicht besiegt","Es ist Krieg: Die Jahre zwischen 1939 und 1945 sind eine Zeit schwerster Verfolgung für die koreanischen Christen. Mit unvorstellbarer Härte und Grausamkeit wollen die Japaner den shintoistischen Glauben durchsetzen.
Ahn Ei Sook, jetzt Esther Ahn Kim, stellt sich der Herausforderung der Situation. Ihr Vater ist ein reicher Industrieller. Sie selbst arbeitet als christliche Lehrerin. Unterstützt von einem Gemeindeältesten unternimmt sie eine Reise nach Japan. Sie dringt bis zur japanischen Regierung vor und klagt das Leiden der Christen mahnend als Unrecht an.
Doch bald wird sie selber inhaftiert und muss den Kelch des Leidens trinken.
Der grösste Teil des Buches befasst sich mit dieser Zeit in den verschiedenen Gefängnissen. Die packend beschriebenen Leiden und die Stärkung, die Ahn Ei Sook aus dem Gebet und dem Wort Gottes erfährt, lassen den Leser nicht unberührt.
Sie erlebt Wunder der Bewahrung und tritt mutig für ihre Mitgefangenen ein. Eines Tages erlebt sie das Wunder der Freiheit.

Inzwischen verheiratet, hat sie auf vielen Reisen ihre Erlebnisse bezeugt. In Japan und Korea avancierte das Buch zu einem Bestseller, der verfilmt wurde.

Hänssler Verlag 1979. Paperback 300 Seiten.

Zustand des Buches: Weist ziemliche Gebrauchsspuren auf. Covert vorne unten Ecke bestossen. Hinten Falt. Die Seite 169 ist aus dem Leim gefallen und hat am Aussenrand 2 kleine Risse. Wurde wieder eingeklebt.

zzgl. Versandkosten (7.00). Diese beinhalten die Portokosten innerhalb der Schweiz und die Verpackungskosten für das jeweilige Produkt. Beachten Sie auch meine weiteren Angebote.
Bei 5 Bücher, die Sie am gleichen Tag kaufen, bekommen Sie das günstigste gratis. Um Porto zu sparen, mache ich bei mehreren Artikeln ein einziges Päckli. Porto richtet sich dann nach Gewicht und Masse. 
Wenn Sie den Betrag am Postschalter mit Einzahlungsschein begleichen, so zahlen Sie bitte die Buchungsspesen, die entstehen, auf die Einzahlung dazu. Das Gleiche gilt für Gebühren bei PayPal-Einzahlung. Bitte nicht mit Briefmarken bezahlen.
Bei Fragen stehe ich gerne zur Verfügung.",2
11987704,"Lacoste Bauchtasche","Lacoste Bauchtasche, sehr praktisch und sieht noch aus wie neu. ",75
11987703,"Ofen / Kachelofen weiss Keramik","weisser Keramik Kachelofen mit Messing Beschlägen, guter Zustand, Höhe ca. 1.50m, Durchmesser ca. 1m, professionell zerlegt, mechanisch bestens, muss abgeholt werden",190
11987702,"Jackenhalterungen","Halterung für Jacken aufzuhängen auf dem Balkon",10
11987700,"Messlatte aus Holz in maritimen Farben","Als stolze Mama und stolzer Papa gibts nichts Schöneres, als seinem kleinen Liebling beim Wachsen zuzusehen. Damit Sie stets auf dem aktuellen Stand der Fortschritte Ihres Schatzes bleiben, dafür sorgt die herzige Messlatte (70 cm  155 cm).",10
11987699,"Reebok Classic Leather Schuhe Grösse 43","Top erhalten, sehr wenig getragen.

Grösse 43. Kommen ohne Box.",50
11987698,"Dampf-Luftbefeuchter AIR-O-SWISS AOS 1346","Wegen Weltreise verkaufe ich den Luftbefeuchter, gebraucht. Die technischen Daten sind unten aus den Bilder zu entnehmen.

Lieferbedingung: Abholung in St. Gallen",20
11987697,"Spiel- und Lauflernwagen","LELIN Spiel- und Lauflernwagen aus Holz im guten Zustand inkl. Zubehör.
An Selbstabholer im Aargau.",25
11987696,"Manfrotto stativo befree","vendo manfrotto befree in ottime condizioni , copleto di scatola custodia e testa .

spedizione 7 fr

prezzo leggermente trattabile",120
11987695,"Honda SH300A","Honda SH 300 A

Komfortabler Roller in gepflegtem",1750
11987694,"Gut erhaltene und grosse Diddlsammlung","Aus Platzgründen verkaufe ich meine gesamte Diddlsammlung. Praktisch alle Schreibblöcke und alle anderen Sammelstücke sind fast nie gebraucht und in sehr gutem Zustand.

Die Sammlung stellt sich wie folgt zusammen:

- 1 Sammelalbum gross
Inhalt:
2 Sammelverzeichnisse
6 Effekt-Postkarten
94 einzelne Blockblätter A5 
24 einzelne Blockblätter A4
60 einzelne Blockblätter A6
7 einzelne Blockblätter A7

- 1 Sonderpostkartenalbum
Inhalt:
34 Sonderpostkarten

- 4 Schreibblöcke A4
- 17 Schreibblöcke A5
- 6 Schreibblöcke spezial A6 (Duft, Stanzmarken)
- 7 Schreibblöcke spezial A7
- 1 Notizpapierbox
- 1 Notizpapierblock mittelgross
- 6 Notizpapierblöcke klein
- 1 Sonderpostkartensammelbox
- 5 normale Postkarten
- 7 Papiertüten
- 12 Diddl Sammelfiguren
- 1 Blechdose (herzförmig)
- 1 Briefpapierbox (inkl. Briefpapier + Couverts)
- 1 Comic
- 1 Keramikbehälter
- 2 Plüschdiddl (mittelgross)
- 1 Plüschdiddl Schlüsselanhänger 

Die Sammlung kann per Post zugestellt (zu Lasten Käufer) oder abgeholt werden.

Für weitere Infos stehe ich gerne zur Verfügung.",45
11987693,"Felpina hello kitty bimba taglia 56","felpina per bimbA taglia 56 in ciniglia hello kitty come nuova",4
11987692,"Babywippe","Esprit Babywippe in schwarz, Rückenlehne verstellbar, normale Gebrauchsspuren",10
11987691,"Holz Konstruktions Spielzeug","Das Set ist nicht mehr vollständig. Wurde aber durch andere Set´s der gleichen Art ergänzt. 
Das Angebot beinhaltet auch die Kiste.
Bei Fragen dazu bitte Kontakt aufnehmen.",20
11987690,"Schreibtisch weiss","sehr schöner weisser schreibtisch",50
11987689,"Ersatzdrähte für Renegade Hufschuhe, neu","Ersatzdrähte für Renegade Hufschuhe, neu, NP Fr. 40.--",25
11987688,"BMW Winter Komplett Räder","Zum Verkauf stehen 4 BMW Winter Komplett Räder in top Zustand. Alle 4 haben mehr als 6,5mm Profiltiefe. Die Räder sind passend auf 1er BMW F20/21,187 1K2,1K4,182 1C, 1er Cabrio, Coupe und X1 und viele andere BMW Modelle. Incl. Nabendeckel und Sensorventilen. 
Reifen Goodyear Ultra Grip 205/50-17
Felgen 7 1/2x17"" LK. 5x120 ET 35",600
11987687,"Game Gear Garfield: Caught in the Act ","Garfield: Caught in the Act zu verkaufen für Sega Game Gear
 
 
 
Noch weitere Spiele zu verkaufen: Nintendo - Nes - Super Nintendo - Nintendo 64 - Gamecube - Wii - Wii U - Game Boy Color & Advance - Nintendo DS - Nintendo 3DS",2
11987686,"Pony Sulky Kutsche Gig","Wegen umstieg auf Kutsche, verkaufe ich meinen Sulky. Marke unbekannt.
Bin lange mit ihm gefahren. Ein Pneu wurde frisch ausgetausch. Beide halten gut Luft. Sulky wurde frisch angemalt. Die Pneus sind gefedert, daher macht das fahren noch mehr spass ;-) Der Sulky hat keine Bremse. Wir hatten aber nie Probleme. Er ist sehr robust. Super über Stein und Stock, Strassen , Wiesen auf und ab. Hat ein Katzenauge und ein Leuchtdreieck hinten.
Aus meiner Perspektive für Kleinpferde zwischen 125-150.
Muss abgeholt werden.",409
11987684,"Reithelm","Reithelm wegen Nichtgebrauchs abzugeben. Kopfumfang 57 cm.",19
11987683,"Playmobil Explorer","Gelbes Explorer-Auto mit Zubehör und Fahrer
Grünes Auto mit Anhänger",5
11987682,"Ruote Zipp 1080 e Zipp Disc","Ruote usate solo in gara per un totale di 300km, sono come nuove.
vendo ruote complete con anche cassetta shimano 11x21.
Il prezzo nuovo era di circa 3300.-",1800
11987680,"aufblasbare Couch von Mentos","Verkaufe aufblasbare Couch von Mentos, noch originalverpackt.",15
11987679,"Neuwertige Garten-Liege","Wir verkaufen eine fast neuwertige Liege der Marke Acampo. Farbe: Bezug Offwhite, Gestelle Anthrazit, Rückenteil und Fussteil verstellbar.",50
11987678,"Yes & no jake L","ist neu",5
11987677,"Vw reder 16 et 50","Hallo hir steht vw reder 16 zoll.Sind im top zustand loch kreis 5x112 reife fulda 205 55 15 minimum noch 2winter zu fahren probllem los profil ck 5 mil.Dise reder past bei vw touran passat golf 5.6.7 sharan audi und skoda.Fix preis weiter info 0791338555",180
11987676,"Babybett","Babybett aus Holz inkl Matratze (Bezug kann gewaschen werden) Höhenberstellbar guter Zustand",20
11987675,"A la Carte (Brettspiel)","Das Spiel ist neu, wurde noch nie geöffnet und ist demzufolge noch in Plastikfolie eingeschweisst.
Neupreis (exblibris): 41.90

Infos zum Spiel:
Auf der Nominierungsliste zu Spiel des Jahres 2010. Für 3-4 Spieler. Spieldauer: 30-45 Min. Ab 8 Jahren.

Bei Versand kommen Versandkosten dazu.",20
11987674,"Eleganter Salontisch","Verkaufe einen schönen Salontisch messig  mit Glasplatte grösse 120cm/70cm",50
11987673,"FIFA 16 PS4 Game (Deutsch, Französisch, Italienisch)","Noch original verschweisst",40
11987672,"Grill Set im Alu Koffer Neu","Grill Set neu nie gebraucht.",10
11987671,"ContiWinterContact TS830","205/55 R16 91H
Sicher kann man noch einen Winter mit diesen Pneus fahren",NA
11987670,"Toller Reisebegleiter Opel MONTEREY","Wir verkaufen schweren Herzens unseren treuen Reisebegleiter:
Opel Monterey
- 3.2-Liter V6-Benzinmotor (sehr robust und dauerhaft)
- Automat, 2- oder 4-Radantrieb, 
- Untersetzung fürs Gelände
- Klimaanlage
- Sitzheizung
- Automatische Spiegel
- Neues Radio mit Bluetooth (mit iPone verbinden)
- elektrische Spiegel
- elektrische Fensterheber (alle Fenster)
- sehr bequem und angenehm zu fahren
- INKLUSIVE Dachzelt, sehr praktisch!!
- 4 NEUE Reifen
- technisch in sehr gutem Zusatand, sehr wenig Rost (muss nichts gemacht werden)
- MFK war im September 2015

Der Opel MontereY ist identisch mit dem ISUZU Trooper II und ist Made in Japan. Er ist vergleichbar mit einem Landrover Discovery, einem Nissan Patrol oder auch einem Toyota LandCruiser.
Wir waren damit im Mai über 12'000 km durch die Türkei und Georgien unterwegs und hatten KEINE einzige Panne. 
Besichtigung möglich.",4999
11987669,"Jahresteller LANGENTHAL, schöner 4er Satz","Die Jahres- und Weihnachtsteller aus LANGENTHAL sind einmalige Sammelstücke und werden immer wertvoller. Der vorliegende Satz umfasst die Jahrgänge (Einzelbilder von links) 1951Jugend/52Liebe/53Ernte/54Familie.",120
11987668,"Handtücher","farbig
65x40 cm",5
11987667,"Kohlenanzündhalter","Kohlenanzündhalter

Höhe 28 cm Durchmesser 52 cm",10
11987665,"Reitstiefel Grösse 38","Verkaufe meine Reitstiefel in Grösse 38. Marke Aigle, Material: Gummi-Reitstiefel

Neupreis 125 CHF",30
11987664,"2 Kinder Skihelme Cebe Grösse XS und S","Gratis: 2 Kinder Skihelme Marke Cebe:
weiss, Grösse XS 54cm, Gewicht 410g
+ grau, Grösse S 56cm, Gewicht 450g

Wenig gebraucht, mit leichten Gebrauchtspuren, in sehr gutem Zustand, unfallfrei. Können auch einzeln übernommen werden.
Ohne Garantie. Abzuholen in 8305 Dietlikon.",0
11987663,"brauner Blazer Gr. S/M","Ich biete einen braunen Blazer in braun in der Größe S/M. 
Kein Versand, nur Abholung.",10
11987662,"Huawei P9 32Gb Titanium Grey Neu","neues huawei P9.",430
